N_A,N_B,successes,trials,probability,standard_error,Wilson95_low,Wilson95_high
520,848,4318,5000,0.8636,0.00485376225211,0.853807220818,0.872834506328
521,839,4324,5000,0.8648,0.00483572042203,0.855041604886,0.873998279775
522,830,4322,5000,0.8644,0.00484174844452,0.854630116003,0.873610382819
523,821,4321,5000,0.8642,0.00484475716626,0.854424381903,0.873416424
524,812,4325,5000,0.865,0.00483270110808,0.855247359695,0.874192217885
525,803,4342,5000,0.8684,0.0047808250334,0.858746262335,0.877488094872
526,795,4348,5000,0.8696,0.00476226500733,0.859981659522,0.8786508552
527,786,4350,5000,0.87,0.00475604878024,0.860393516358,0.879038384202
528,777,4349,5000,0.8698,0.00475915874919,0.860187584313,0.878844623328
529,768,4365,5000,0.873,0.00470894892731,0.86348337739,0.881943916959
530,759,4363,5000,0.8726,0.00471527814662,0.863071299661,0.881556608849
531,750,4368,5000,0.8736,0.00469942634797,0.864101550187,0.882524822919
532,741,4371,5000,0.8742,0.00468986908133,0.864719790793,0.883105661071
533,732,4374,5000,0.8748,0.00468027691488,0.865338099623,0.883686430999
534,724,4380,5000,0.876,0.00466098701993,0.866574923636,0.884847764502
535,715,4376,5000,0.8752,0.0046738626424,0.865750343618,0.884073572842
536,706,4372,5000,0.8744,0.00468667558084,0.864925886135,0.883299258648
537,697,4370,5000,0.874,0.00469305870409,0.864513703031,0.882912055914
538,688,4378,5000,0.8756,0.00466743269903,0.866162618247,0.884460684052
539,679,4383,5000,0.8766,0.00465128885364,0.867193439674,0.885428327221
540,670,4384,5000,0.8768,0.00464804819252,0.867399627205,0.885621832609
541,662,4384,5000,0.8768,0.00464804819252,0.867399627205,0.885621832609
542,653,4389,5000,0.8778,0.0046317849691,0.868430681986,0.886589242424
543,644,4387,5000,0.8774,0.00463830227562,0.868018236583,0.886202301988
544,635,4377,5000,0.8754,0.00467064963362,0.865956477095,0.884267132284
545,626,4381,5000,0.8762,0.00465775825908,0.866781087905,0.885041293151
546,617,4395,5000,0.879,0.00461213616451,0.869668207576,0.88774987435
547,608,4394,5000,0.8788,0.00461542110755,0.869461933486,0.887556455521
548,600,4392,5000,0.8784,0.00462197879701,0.869049409146,0.887169594021
549,591,4397,5000,0.8794,0.00460555403833,0.870080779681,0.888136688084
550,582,4390,5000,0.878,0.0046285202819,0.868636916482,0.886782700847
551,573,4393,5000,0.8786,0.00461870198216,0.869255667348,0.887363028739
552,564,4402,5000,0.8804,0.0045890269121,0.871112350308,0.889103582053
553,555,4404,5000,0.8808,0.00458238715082,0.871525035068,0.889490283131
554,546,4404,5000,0.8808,0.00458238715082,0.871525035068,0.889490283131
555,538,4400,5000,0.88,0.00459565011723,0.870699697908,0.888716848614
556,529,4411,5000,0.8822,0.00455901656062,0.872969688612,0.890843480021
557,520,4416,5000,0.8832,0.00454219682533,0.874001831166,0.891809802063
558,511,4416,5000,0.8832,0.00454219682533,0.874001831166,0.891809802063
559,502,4419,5000,0.8838,0.00453205383904,0.874621216662,0.892389495325
560,493,4431,5000,0.8862,0.00449109251742,0.877099519665,0.894707507353
561,484,4429,5000,0.8858,0.00449796309456,0.876686383775,0.894321257404
562,476,4434,5000,0.8868,0.00448075350806,0.877719288274,0.895286817502
563,467,4434,5000,0.8868,0.00448075350806,0.877719288274,0.895286817502
564,458,4434,5000,0.8868,0.00448075350806,0.877719288274,0.895286817502
