N_A,N_B,cost_yuan
520,752,8.9788812632
525,708,8.9793786813
530,664,8.9798760994
535,619,8.978698001400002
540,575,8.979195419500002
545,531,8.979692837600002
550,486,8.978514739600001
555,442,8.9790121577
560,398,8.9795095758
565,353,8.9783314778
570,309,8.9788288959
575,265,8.979326314
580,221,8.979823732100002
585,176,8.978645634100001
590,132,8.979143052200001
595,88,8.979640470300001
600,43,8.9784623723
604,8,8.97919541
