N_A,N_B,successes,trials,probability,standard_error,Wilson95_low,Wilson95_high
520,746,1668,2000,0.834,0.0083199759615,0.817055913093,0.849663499323
525,702,1670,2000,0.835,0.00829984939622,0.8180932995,0.850622278822
530,658,1687,2000,0.8435,0.0081242768909,0.826919850875,0.858763137643
535,613,1687,2000,0.8435,0.0081242768909,0.826919850875,0.858763137643
540,569,1692,2000,0.846,0.00807105941002,0.829518972578,0.861154430703
545,525,1702,2000,0.851,0.00796238029737,0.834721590122,0.865932642687
550,480,1712,2000,0.856,0.00785060507222,0.839930241615,0.870704820721
555,436,1720,2000,0.86,0.00775886589651,0.84410168157,0.874518044388
560,392,1732,2000,0.866,0.00761721733969,0.850366712011,0.880230009379
565,348,1738,2000,0.869,0.0075445013089,0.853502912237,0.883082306869
570,303,1752,2000,0.876,0.00736966756374,0.860830767796,0.889727612649
575,259,1771,2000,0.8855,0.00712003335666,0.87079977855,0.898722177996
580,215,1766,2000,0.883,0.00718717607966,0.868173533168,0.896358008615
585,170,1759,2000,0.8795,0.00727941446821,0.864500218082,0.893044743031
590,126,1756,2000,0.878,0.00731833314355,0.862927131662,0.891623580593
595,82,1768,2000,0.884,0.00716044691343,0.869223782349,0.897303925339
600,37,1759,2000,0.8795,0.00727941446821,0.864500218082,0.893044743031
604,2,1761,2000,0.8805,0.00725326650551,0.865549335951,0.893991791068
