N_A,N_B,cost_yuan,successes,trials,probability,Wilson95_low,Wilson95_high,CP_one_sided95_lower,point_feasible,lower_bound_feasible
612,1,9.0862189997,134982,150000,0.89988,0.8983507534420946,0.901388765448378,0.8985961734855487,False,False
612,2,9.0878945158,135007,150000,0.9000466666666667,0.8985185400646002,0.9015543036228492,0.8987637812739432,True,False
612,3,9.0895700319,135036,150000,0.90024,0.8987131741783823,0.9017463262735603,0.898958207677868,True,False
612,4,9.091245548,135060,150000,0.9004,0.8988742520147565,0.9019052402422837,0.8991191134028894,True,False
612,5,9.0929210641,135095,150000,0.9006333333333333,0.8991091593550425,0.9021369876177651,0.8993537693998772,True,False
612,6,9.0945965802,135117,150000,0.90078,0.899256816713732,0.9022826560804154,0.8995012685597704,True,False
612,7,9.0962720963,135143,150000,0.9009533333333334,0.8994313221780872,0.902454808404916,0.8996755868508218,True,False
612,8,9.0979476124,135179,150000,0.9011933333333333,0.8996729474832116,0.902693170807438,0.899916952614433,True,False
