N_A,N_B,cost_yuan
540,611,9.0395139991
545,566,9.038335901100002
550,522,9.038833319200002
555,478,9.0393307373
560,434,9.0398281554
565,389,9.0386500574
570,345,9.0391474755
575,301,9.0396448936
580,256,9.038466795600002
585,212,9.038964213700002
590,168,9.039461631800002
595,124,9.039959049900002
600,79,9.0387809519
605,35,9.03927837
608,8,9.0385715112
