N_A,N_B,successes,trials,probability,standard_error,Wilson95_low,Wilson95_high
520,752,1669,2000,0.8345,0.0083099262933,0.817574579751,0.850142915618
525,708,1675,2000,0.8375,0.00824905297595,0.820687701404,0.853018291681
530,664,1697,2000,0.8485,0.0080170989142,0.832119542549,0.863544275496
535,619,1692,2000,0.846,0.00807105941002,0.829518972578,0.861154430703
540,575,1700,2000,0.85,0.00798435971134,0.833680591853,0.86497747505
545,531,1703,2000,0.8515,0.00795134422598,0.835242179616,0.866410136146
550,486,1715,2000,0.8575,0.00781644900194,0.841494052046,0.872135259148
555,442,1723,2000,0.8615,0.00772391578152,0.845667039102,0.875946935713
560,398,1735,2000,0.8675,0.00758102070964,0.851934497787,0.881656472462
565,353,1739,2000,0.8695,0.00753225563825,0.854025858331,0.883557443728
570,309,1754,2000,0.877,0.00734407924794,0.861878796126,0.890675750224
575,265,1773,2000,0.8865,0.00709287494603,0.871850863127,0.899667259324
580,221,1770,2000,0.885,0.00713354750457,0.87027436287,0.898249510723
585,176,1761,2000,0.8805,0.00725326650551,0.865549335951,0.893991791068
590,132,1759,2000,0.8795,0.00727941446821,0.864500218082,0.893044743031
595,88,1770,2000,0.885,0.00713354750457,0.87027436287,0.898249510723
600,43,1761,2000,0.8805,0.00725326650551,0.865549335951,0.893991791068
604,8,1764,2000,0.882,0.00721373689567,0.867123611659,0.895411764218
