N_A,N_B,successes,trials,probability,standard_error,Wilson95_low,Wilson95_high
606,61,45044,50000,0.90088,0.00133637738383,0.898229871101,0.903468535071
607,52,45055,50000,0.9011,0.00133505647821,0.89845244265,0.90368592972
608,43,45053,50000,0.90106,0.00133529679398,0.8984119748,0.903646403716
609,34,45068,50000,0.90136,0.00133349278513,0.898715486892,0.903942845529
610,25,45058,50000,0.90116,0.00133469587847,0.898513144673,0.903745218478
611,16,45063,50000,0.90126,0.00133409454238,0.89861431537,0.903844032416
