N_A,N_B,cost_yuan
520,740,8.95877507
525,696,8.9592724881
530,652,8.9597699062
535,607,8.958591808200001
540,563,8.959089226300001
545,519,8.959586644400002
550,474,8.958408546400001
555,430,8.9589059645
560,386,8.9594033826
565,342,8.9599008007
570,297,8.958722702700001
575,253,8.959220120800001
580,209,8.959717538900001
585,164,8.958539440900001
590,120,8.959036859000001
595,76,8.959534277100001
600,31,8.958356179099999
603,5,8.9593248364
