N_A,N_B,cost_yuan
520,746,8.9688281666
525,702,8.9693255847
530,658,8.9698230028
535,613,8.968644904800001
540,569,8.969142322900002
545,525,8.969639741000002
550,480,8.968461643000001
555,436,8.9689590611
560,392,8.9694564792
565,348,8.9699538973
570,303,8.968775799300001
575,259,8.969273217400001
580,215,8.969770635500002
585,170,8.968592537500001
590,126,8.969089955600001
595,82,8.969587373700001
600,37,8.9684092757
604,2,8.9691423134
