N_A,N_B,cost_yuan
540,623,9.0596201923
545,578,9.058442094300002
550,534,9.058939512400002
555,490,9.0594369305
560,446,9.0599343486
565,401,9.0587562506
570,357,9.0592536687
575,313,9.0597510868
580,268,9.0585729888
585,224,9.0590704069
590,180,9.059567825000002
595,135,9.058389727000002
600,91,9.0588871451
605,47,9.0593845632
610,3,9.0598819813
