N_A,N_B,successes,trials,probability,standard_error,Wilson95_low,Wilson95_high
1,5243,0,200,0,0,0,0.0188453263773
21,5066,0,200,0,0,0,0.0188453263773
41,4888,0,200,0,0,0,0.0188453263773
61,4711,0,200,0,0,0,0.0188453263773
81,4534,1,200,0.005,0.00498748433582,0.000883168715601,0.0277737043979
101,4357,4,200,0.02,0.00989949493661,0.00780442641635,0.0502870869058
121,4180,6,200,0.03,0.0120623380818,0.0138203143401,0.0638942924545
141,4002,13,200,0.065,0.0174320107848,0.0383763546492,0.108019079299
161,3825,13,200,0.065,0.0174320107848,0.0383763546492,0.108019079299
181,3648,20,200,0.1,0.0212132034356,0.0656704486691,0.149405812433
201,3471,28,200,0.14,0.0245356882928,0.0986698263346,0.194898808657
221,3294,37,200,0.185,0.0274567842254,0.137301928006,0.244570627612
241,3117,46,200,0.23,0.0297573520327,0.177093432591,0.293083043653
261,2939,54,200,0.27,0.0313926743047,0.213234498147,0.335434351987
281,2762,59,200,0.295,0.0322470928922,0.236139438568,0.361587145246
301,2585,68,200,0.34,0.0334962684489,0.277915459709,0.408115044732
321,2408,77,200,0.385,0.0344074846509,0.320333097269,0.454001327798
341,2231,94,200,0.47,0.03529164207,0.402047548733,0.53908317085
361,2053,101,200,0.505,0.0353535712482,0.436270000335,0.573541546401
381,1876,118,200,0.59,0.0347778665246,0.520764590337,0.655843250915
401,1699,121,200,0.605,0.0345669639974,0.535883491593,0.670158989868
421,1522,129,200,0.645,0.0338360015368,0.576521130755,0.708013724596
441,1345,139,200,0.695,0.0325557214634,0.62801447902,0.754635843693
461,1167,147,200,0.735,0.0312069703752,0.669824238074,0.791318458529
481,990,162,200,0.81,0.0277398630134,0.749987612924,0.858328284722
501,813,168,200,0.84,0.0259229627936,0.782859298379,0.884325879684
521,636,165,200,0.825,0.0268677315753,0.766355688518,0.871394849337
541,459,164,200,0.82,0.0271661554144,0.760885249713,0.867053741406
561,282,168,200,0.84,0.0259229627936,0.782859298379,0.884325879684
581,104,171,200,0.855,0.024897289009,0.799513324692,0.89710649358
592,7,176,200,0.88,0.0229782505862,0.827657479017,0.918020072936
