N_A,N_B,successes,trials,probability,standard_error,Wilson95_low,Wilson95_high
520,740,1665,2000,0.8325,0.00834996257477,0.815500229753,0.848224933805
525,696,1668,2000,0.834,0.0083199759615,0.817055913093,0.849663499323
530,652,1683,2000,0.8415,0.00816632567315,0.824841577294,0.856849079413
535,607,1683,2000,0.8415,0.00816632567315,0.824841577294,0.856849079413
540,563,1689,2000,0.8445,0.00810307811884,0.827959327592,0.859719826831
545,519,1698,2000,0.849,0.00800621633482,0.832639832895,0.864022068102
550,474,1711,2000,0.8555,0.0078619256547,0.839409097687,0.870227881696
555,430,1716,2000,0.858,0.00780499839846,0.842015449322,0.872611944825
560,386,1729,2000,0.8645,0.00765309577883,0.848799546027,0.878802926505
565,342,1735,2000,0.8675,0.00758102070964,0.851934497787,0.881656472462
570,297,1750,2000,0.875,0.00739509972887,0.859783043497,0.888779171042
575,253,1767,2000,0.8835,0.00717383265765,0.868698616572,0.896831008163
580,209,1761,2000,0.8805,0.00725326650551,0.865549335951,0.893991791068
585,164,1756,2000,0.878,0.00731833314355,0.862927131662,0.891623580593
590,120,1754,2000,0.877,0.00734407924794,0.861878796126,0.890675750224
595,76,1765,2000,0.8825,0.00720047741473,0.86764853168,0.895884927149
600,31,1757,2000,0.8785,0.0073054003997,0.863451415642,0.892097379566
603,5,1757,2000,0.8785,0.0073054003997,0.863451415642,0.892097379566
