N_A,N_B,successes,trials,probability,standard_error,Wilson95_low,Wilson95_high
520,764,1677,2000,0.8385,0.00822854027152,0.821725840666,0.853976318324
525,720,1682,2000,0.841,0.00817676586433,0.824322149264,0.85637042449
530,676,1700,2000,0.85,0.00798435971134,0.833680591853,0.86497747505
535,631,1698,2000,0.849,0.00800621633482,0.832639832895,0.864022068102
540,587,1708,2000,0.854,0.00789569502957,0.837846040764,0.868796689761
545,543,1709,2000,0.8545,0.00788447049585,0.838366997529,0.869273815949
550,498,1720,2000,0.86,0.00775886589651,0.84410168157,0.874518044388
555,454,1731,2000,0.8655,0.00762921195144,0.849844254916,0.879754383522
560,410,1739,2000,0.8695,0.00753225563825,0.854025858331,0.883557443728
565,365,1749,2000,0.8745,0.00740775775792,0.859259294385,0.888304837202
570,321,1764,2000,0.882,0.00721373689567,0.867123611659,0.895411764218
575,277,1778,2000,0.889,0.00702420814042,0.874480074476,0.902028462739
580,233,1778,2000,0.889,0.00702420814042,0.874480074476,0.902028462739
585,188,1767,2000,0.8835,0.00717383265765,0.868698616572,0.896831008163
590,144,1766,2000,0.883,0.00718717607966,0.868173533168,0.896358008615
595,100,1775,2000,0.8875,0.00706554138053,0.872902288558,0.900611999799
600,55,1767,2000,0.8835,0.00717383265765,0.868698616572,0.896831008163
605,11,1769,2000,0.8845,0.00714701860918,0.86974903096,0.89777675968
606,2,1769,2000,0.8845,0.00714701860918,0.86974903096,0.89777675968
