N_A,N_B,successes,trials,probability,standard_error,Wilson95_low,Wilson95_high
590,203,44688,50000,0.89376,0.001378064312,0.891028728001,0.896430772134
591,194,44687,50000,0.89374,0.00137817859801,0.891008505581,0.896410997627
592,186,44713,50000,0.89426,0.00137520218441,0.891534298257,0.896925125055
593,177,44709,50000,0.89418,0.00137566076923,0.891453405754,0.89684602985
594,168,44738,50000,0.89476,0.00137233044417,0.892039887348,0.897419459141
595,159,44761,50000,0.89522,0.00136967990129,0.892505046048,0.897874229763
596,150,44787,50000,0.89574,0.00136667371673,0.893030897056,0.898388298859
597,141,44841,50000,0.89682,0.00136039617465,0.894123115628,0.899455914349
598,132,44862,50000,0.89724,0.00135794243177,0.89454789174,0.899871073705
599,124,44886,50000,0.89772,0.00135512952591,0.89503336706,0.900345524634
600,115,44916,50000,0.89832,0.00135160036697,0.895640236734,0.900938562773
601,106,44942,50000,0.89884,0.00134852997297,0.896166213551,0.901452506059
602,97,44969,50000,0.89938,0.00134532981532,0.896712443115,0.901986193527
603,88,44994,50000,0.89988,0.00134235603027,0.897218232147,0.902480327671
604,79,45010,50000,0.9002,0.001340447388,0.897541947747,0.902796562904
605,70,45034,50000,0.90068,0.00133757644716,0.898027536778,0.903270900123
606,62,45055,50000,0.9011,0.00133505647821,0.89845244265,0.90368592972
607,53,45069,50000,0.90138,0.00133337238309,0.898735721296,0.903962608053
608,44,45069,50000,0.90138,0.00133337238309,0.898735721296,0.903962608053
609,35,45076,50000,0.90152,0.00133252909612,0.898877363047,0.904100944791
610,26,45069,50000,0.90138,0.00133337238309,0.898735721296,0.903962608053
611,17,45084,50000,0.90168,0.00133156432515,0.899039241322,0.904259041933
612,8,45070,50000,0.9014,0.00133325196418,0.898755955732,0.903982370543
