N_A,N_B,successes,trials,probability,standard_error,Wilson95_low,Wilson95_high
1,5302,0,500,0,0,0,0.00762434046155
11,5214,0,500,0,0,0,0.00762434046155
21,5125,0,500,0,0,0,0.00762434046155
31,5037,0,500,0,0,0,0.00762434046155
41,4948,0,500,0,0,0,0.00762434046155
51,4859,0,500,0,0,0,0.00762434046155
61,4771,0,500,0,0,0,0.00762434046155
71,4682,0,500,0,0,0,0.00762434046155
81,4594,2,500,0.004,0.0028227646023,0.00109763052268,0.0144657152152
91,4505,4,500,0.008,0.00398396787136,0.00311531518006,0.0203870358341
101,4416,8,500,0.016,0.00561141693336,0.00812925303339,0.0312511085334
111,4328,13,500,0.026,0.00711674082709,0.0152563839233,0.0439714908342
121,4239,13,500,0.026,0.00711674082709,0.0152563839233,0.0439714908342
131,4151,20,500,0.04,0.00876356092008,0.0260407973898,0.0609735958349
141,4062,27,500,0.054,0.0101078187558,0.0373743501811,0.0774265615106
151,3974,32,500,0.064,0.010945684081,0.0456960160448,0.0889524088377
161,3885,41,500,0.082,0.0122699633251,0.0610190894685,0.109354859157
171,3796,50,500,0.1,0.013416407865,0.0766775627373,0.129421909632
181,3708,48,500,0.096,0.0131745208642,0.0731735046654,0.124986962428
191,3619,59,500,0.118,0.0144274737913,0.0925930082515,0.149231987861
201,3531,69,500,0.138,0.0154243962605,0.110518008899,0.171002013595
211,3442,82,500,0.164,0.0165592270351,0.134128920316,0.198994636474
221,3353,97,500,0.194,0.0176841171677,0.161726466643,0.230939629719
231,3265,103,500,0.206,0.0180866801818,0.172856641273,0.243626470918
241,3176,127,500,0.254,0.0194671004518,0.217820254915,0.293930920592
251,3088,146,500,0.292,0.0203340109177,0.253852493836,0.333319231796
261,2999,154,500,0.308,0.0206463556106,0.269125748055,0.349801998683
271,2910,154,500,0.308,0.0206463556106,0.269125748055,0.349801998683
281,2822,178,500,0.356,0.0214132669156,0.315274560026,0.398921250027
291,2733,192,500,0.384,0.021750586199,0.342407674618,0.427361172369
301,2645,200,500,0.4,0.0219089023002,0.357978990795,0.443545877298
311,2556,213,500,0.426,0.0221144296784,0.383382578367,0.469745824022
321,2467,223,500,0.446,0.0222298897883,0.403006391585,0.489817037185
331,2379,238,500,0.476,0.0223349054173,0.432574189433,0.519791778909
341,2290,248,500,0.496,0.0223599642218,0.452373149114,0.53968784561
351,2202,275,500,0.55,0.0222485954613,0.506177217735,0.593060348219
361,2113,288,500,0.576,0.0221008597118,0.532265218044,0.618575882206
371,2024,298,500,0.596,0.0219446576642,0.552415351324,0.638120775307
381,1936,318,500,0.636,0.0215176206863,0.592937615313,0.676988564081
391,1847,319,500,0.638,0.0214921380975,0.594971726211,0.678923955822
401,1759,333,500,0.666,0.0210923682881,0.623532531423,0.705936187544
411,1670,347,500,0.694,0.0206089301032,0.652255219632,0.732786536269
421,1581,353,500,0.706,0.0203746901817,0.664617259166,0.744241512564
431,1493,367,500,0.734,0.0197607692158,0.693592210484,0.77083959818
441,1404,373,500,0.746,0.0194671004518,0.706069079408,0.782179745085
451,1316,380,500,0.76,0.0190997382181,0.720673202993,0.795362139967
461,1227,383,500,0.766,0.0189337793375,0.726948549468,0.800995301406
471,1139,408,500,0.816,0.0173288199252,0.779670896206,0.847510520622
481,1050,412,500,0.824,0.0170307956361,0.788185828711,0.85487359867
491,961,412,500,0.824,0.0170307956361,0.788185828711,0.85487359867
501,873,419,500,0.838,0.0164776211875,0.803147734238,0.86769821161
511,784,421,500,0.842,0.0163117135826,0.807437648989,0.871347302136
521,696,418,500,0.836,0.0165592270351,0.801005363526,0.865871079684
531,607,427,500,0.854,0.0157913900591,0.82035073378,0.882251233174
541,518,430,500,0.86,0.015517731793,0.826833135056,0.887677339812
551,430,425,500,0.85,0.0159687194227,0.816038919368,0.878624042309
561,341,428,500,0.856,0.0157012101444,0.822509543702,0.88406192589
571,253,435,500,0.87,0.0150399468084,0.837678638423,0.896679349635
581,164,432,500,0.864,0.0153299706458,0.831164923551,0.891284556593
591,75,437,500,0.874,0.0148407546978,0.84203228228,0.900264711055
599,5,439,500,0.878,0.0146366662871,0.846395276926,0.903840721685
