N_A,N_B,successes,trials,probability,standard_error,Wilson95_low,Wilson95_high
540,599,1712,2000,0.856,0.00785060507222,0.839930241615,0.870704820721
545,555,1715,2000,0.8575,0.00781644900194,0.841494052046,0.872135259148
550,510,1722,2000,0.861,0.00773559952428,0.845145187594,0.875470704269
555,466,1740,2000,0.87,0.00751997340421,0.854548875636,0.884032509376
560,422,1744,2000,0.872,0.00747047521915,0.856641663968,0.885932052854
565,377,1756,2000,0.878,0.00731833314355,0.862927131662,0.891623580593
570,333,1768,2000,0.884,0.00716044691343,0.869223782349,0.897303925339
575,289,1783,2000,0.8915,0.0069544140659,0.877111479199,0.90438747278
580,244,1784,2000,0.892,0.00694031699564,0.877638029125,0.904859005807
585,200,1774,2000,0.887,0.00707923018414,0.872376532991,0.900139672413
590,156,1774,2000,0.887,0.00707923018414,0.872376532991,0.900139672413
595,112,1777,2000,0.8885,0.00703803061943,0.873954058796,0.901556395467
600,67,1776,2000,0.888,0.00705180827873,0.873428130326,0.901084240984
605,23,1775,2000,0.8875,0.00706554138053,0.872902288558,0.900611999799
607,5,1776,2000,0.888,0.00705180827873,0.873428130326,0.901084240984
