N_A,N_B,cost_yuan,cost_gap_to_incumbent,successes,trials,probability,Wilson95_low,Wilson95_high,CP_one_sided95_lower,point_feasible,lower_bound_feasible,PAVA_probability,PAVA_adjustment
605,64,9.0878683369,2.617890000067291e-05,134732,150000,0.8982133333333333,0.8966729582119681,0.8997333127087366,0.8969201551842415,False,False,0.8982133333333333,0.0
606,55,9.0876327173,0.0002617985000004097,134775,150000,0.8985,0.8969615298623009,0.9000180597092037,0.8972084226703263,False,False,0.8985,0.0
607,46,9.0873970977,0.0004974181000001465,134824,150000,0.8988266666666667,0.8972903719265448,0.9003425342470344,0.8975369173889984,False,False,0.8988066666666666,-2.0000000000020002e-05
608,37,9.0871614781,0.0007330376999998833,134818,150000,0.8987866666666666,0.897250105287277,0.9003028029350277,0.8974966933242876,False,False,0.8988066666666666,2.0000000000020002e-05
609,28,9.086925858499999,0.0009686573000013965,134866,150000,0.8991066666666667,0.8975722404702237,0.9006206513622766,0.8978184875782217,False,False,0.8991066666666667,0.0
610,19,9.086690238900001,0.001204276899999357,134869,150000,0.8991266666666666,0.8975923740763723,0.9006405167317653,0.8978385998510351,False,False,0.8991266666666666,0.0
611,10,9.086454619300001,0.0014398964999990937,134914,150000,0.8994266666666667,0.8978943803943576,0.9009384950483382,0.8981402858112065,False,False,0.8994266666666667,0.0
