N_A,N_B,cost_yuan,cost_gap_to_incumbent,successes,trials,probability,Wilson95_low,Wilson95_high,CP_one_sided95_lower,point_feasible,lower_bound_feasible,PAVA_probability,PAVA_adjustment
606,61,9.0976858139,0.0002617985000004097,134938,150000,0.8995866666666666,0.8980554521406456,0.9010974151071478,0.8983011864251103,False,False,0.8995866666666666,0.0
607,52,9.0974501943,0.0004974181000001465,135009,150000,0.90006,0.8985319630506203,0.9015675466205872,0.8987771899441972,True,False,0.90006,0.0
608,43,9.0972145747,0.0007330376999998833,135020,150000,0.9001333333333333,0.8986057896227764,0.9016403829591009,0.8988509377556811,True,False,0.9001333333333333,0.0
609,34,9.096978955099999,0.0009686573000013965,135040,150000,0.9002666666666667,0.8987400204008145,0.9017728120186443,0.8989850252285181,True,False,0.9002666666666667,0.0
610,25,9.0967433355,0.0012042769000011333,135071,150000,0.9004733333333333,0.8989480797592695,0.9019780754084405,0.8991928621982764,True,False,0.9004733333333333,0.0
611,16,9.096507715900001,0.0014398964999990937,135106,150000,0.9007066666666667,0.8991829879072089,0.9022098219762686,0.899427518873089,True,False,0.9007066666666667,0.0
