n_a,n_b,successes,trials,estimate,cost_weight,cost_yuan,a_cost_yuan,b_cost_yuan,a_volume_um3,b_volume_um3,total_volume_um3,a_volume_percent,b_volume_percent,total_volume_percent,cp_one_sided_95_lower,cp_one_sided_family_lower,family_size
524,983,45006,50000,0.90012,360020,9.425301559544977,7.7782692510229685,1.6470323085220089,7.4078754771647315,32.94064617044018,40.34852164760491,0.7407875477164731,3.294064617044018,4.034852164760491,0.8978871759423113,0.8978871759423113,1
523,996,45014,50000,0.90028,360285,9.432239243321655,7.763425225734757,1.668814017586898,7.393738310223577,33.37628035173797,40.770018661961544,0.7393738310223578,3.337628035173797,4.077001866196154,0.8980487403682019,0.8980487403682019,1
522,1008,45010,50000,0.9002,360486,9.437501411016418,7.748581200446544,1.6889202105698726,7.379601143282423,33.77840421139746,41.15800535467988,0.7379601143282423,3.3778404211397457,4.115800535467988,0.8979679579367683,0.8979679579367683,1
521,1022,45003,50000,0.90006,360815,9.446114610875009,7.733737175158333,1.7123774357166766,7.365463976341269,34.24754871433353,41.6130126906748,0.736546397634127,3.4247548714333536,4.16130126906748,0.897826589732955,0.897826589732955,1
520,1033,45004,50000,0.90008,360952,9.449701262487858,7.718893149870121,1.7308081126177366,7.351326809400115,34.61616225235474,41.967489061754854,0.7351326809400115,3.4616162252354745,4.196748906175485,0.8978467851088042,0.8978467851088042,1
519,1044,45004,50000,0.90008,361089,9.453287914100706,7.70404912458191,1.7492387895187966,7.337189642458961,34.98477579037594,42.3219654328349,0.7337189642458961,3.498477579037594,4.23219654328349,0.8978467851088042,0.8978467851088042,1
518,1056,45000,50000,0.9,361290,9.458550081795469,7.689205099293698,1.7693449825017713,7.323052475517807,35.38689965003543,42.70995212555324,0.7323052475517806,3.538689965003543,4.270995212555324,0.8977660037689393,0.8977660037689393,1
517,1069,45007,50000,0.90014,361555,9.465487765572147,7.674361074005486,1.7911266915666606,7.308915308576653,35.82253383133322,43.13144913990987,0.7308915308576653,3.5822533831333216,4.313144913990986,0.8979073713999849,0.8979073713999849,1
516,1079,45005,50000,0.9001,361628,9.467398901103081,7.659517048717274,1.8078818523858062,7.294778141635499,36.15763704771613,43.452415189351626,0.7294778141635498,3.615763704771613,4.345241518935162,0.8978669805119213,0.8978669805119213,1
515,1091,45000,50000,0.9,361829,9.472661068797843,7.644673023429062,1.827988045368781,7.280640974694345,36.559760907375626,43.84040188206997,0.7280640974694345,3.6559760907375627,4.384040188206997,0.8977660037689393,0.8977660037689393,1
514,1105,45000,50000,0.9,362158,9.481274268656435,7.629828998140851,1.8514452705155846,7.266503807753191,37.0289054103117,44.29540921806489,0.7266503807753191,3.70289054103117,4.429540921806489,0.8977660037689393,0.8977660037689393,1
513,1117,45002,50000,0.90004,362359,9.486536436351198,7.614984972852639,1.8715514634985593,7.252366640812037,37.43102926997119,44.683395910783226,0.7252366640812037,3.743102926997119,4.468339591078323,0.8978063943843658,0.8978063943843658,1
512,1128,45009,50000,0.90018,362496,9.490123087964047,7.6001409475644275,1.8899821403996195,7.238229473870883,37.7996428079924,45.03787228186328,0.7238229473870882,3.77996428079924,4.5037872281863285,0.8979477623972059,0.8979477623972059,1
511,1139,45002,50000,0.90004,362633,9.493709739576895,7.585296922276215,1.9084128173006796,7.2240923069297285,38.1682563460136,45.392348652943326,0.7224092306929729,3.81682563460136,4.539234865294333,0.8978063943843658,0.8978063943843658,1
510,1154,45005,50000,0.9001,363026,9.5039984555174,7.570452896988003,1.933545558529398,7.209955139988574,38.670911170587964,45.880866310576536,0.7209955139988574,3.8670911170587967,4.588086631057654,0.8978669805119213,0.8978669805119213,1
509,1166,45005,50000,0.9001,363227,9.509260623212164,7.555608871699792,1.9536517515123726,7.19581797304742,39.07303503024746,46.26885300329488,0.719581797304742,3.907303503024746,4.626885300329488,0.8978669805119213,0.8978669805119213,1
508,1179,45006,50000,0.90012,363492,9.516198306988843,7.54076484641158,1.9754334605772619,7.181680806106266,39.50866921154525,46.69035001765151,0.7181680806106265,3.9508669211545246,4.669035001765151,0.8978871759423113,0.8978871759423113,1
507,1188,45001,50000,0.90002,363501,9.51643392643786,7.525920821123369,1.9905131053144929,7.167543639165112,39.81026210628986,46.97780574545497,0.7167543639165113,3.981026210628986,4.697780574545497,0.8977861990630301,0.8977861990630301,1
506,1200,45009,50000,0.90018,363702,9.521696094132624,7.511076795835156,2.0106192982974673,7.153406472223958,40.21238596594936,47.365792438173315,0.7153406472223958,4.021238596594936,4.7365792438173315,0.8979477623972059,0.8979477623972059,1
505,1209,45002,50000,0.90004,363711,9.521931713581644,7.4962327705469445,2.0256989430346986,7.139269305282804,40.513978860693975,47.65324816597678,0.7139269305282804,4.051397886069397,4.765324816597677,0.8978063943843658,0.8978063943843658,1
504,1222,45003,50000,0.90006,363976,9.52886939735832,7.481388745258733,2.047480652099588,7.12513213834165,40.94961304199176,48.07474518033341,0.712513213834165,4.094961304199176,4.807474518033342,0.897826589732955,0.897826589732955,1
