N_A,N_B,successes,trials,probability,standard_error,Wilson95_low,Wilson95_high
107,0,6,50000,0.00012,4.89868553798e-05,5.49981999325e-05,0.000261806636627
108,0,6,50000,0.00012,4.89868553798e-05,5.49981999325e-05,0.000261806636627
109,0,7,50000,0.00014,5.29113220398e-05,6.78188743797e-05,0.000288982889249
110,0,7,50000,0.00014,5.29113220398e-05,6.78188743797e-05,0.000288982889249
111,0,8,50000,0.00016,5.65640168305e-05,8.1078132814e-05,0.000315720557883
112,0,9,50000,0.00018,5.9994599757e-05,9.47042682311e-05,0.000342091349535
113,0,9,50000,0.00018,5.9994599757e-05,9.47042682311e-05,0.000342091349535
114,0,10,50000,0.0002,6.32392283318e-05,0.000108643216062,0.000368149328773
115,0,10,50000,0.0002,6.32392283318e-05,0.000108643216062,0.000368149328773
116,0,10,50000,0.0002,6.32392283318e-05,0.000108643216062,0.000368149328773
117,0,12,50000,0.00024,6.927371796e-05,0.000137300327445,0.000419486071529
118,0,13,50000,0.00026,7.21016504665e-05,0.000151958136075,0.000444825189967
119,0,14,50000,0.00028,7.48226703613e-05,0.000166804191744,0.000469976061368
120,0,14,50000,0.00028,7.48226703613e-05,0.000166804191744,0.000469976061368
121,0,15,50000,0.0003,7.74480471026e-05,0.000181819908682,0.000494957271499
122,0,19,50000,0.00038,8.7161413481e-05,0.000243296856817,0.00059346803164
123,0,19,50000,0.00038,8.7161413481e-05,0.000243296856817,0.00059346803164
124,0,19,50000,0.00038,8.7161413481e-05,0.000243296856817,0.00059346803164
125,0,20,50000,0.0004,8.9424828767e-05,0.000258964877223,0.000617796938303
126,0,20,50000,0.0004,8.9424828767e-05,0.000258964877223,0.000617796938303
127,0,21,50000,0.00042,9.16322650599e-05,0.000274735150979,0.000642023591616
128,0,21,50000,0.00042,9.16322650599e-05,0.000274735150979,0.000642023591616
129,0,22,50000,0.00044,9.37876750965e-05,0.000290600770619,0.000666154899044
130,0,22,50000,0.00044,9.37876750965e-05,0.000290600770619,0.000666154899044
131,0,22,50000,0.00044,9.37876750965e-05,0.000290600770619,0.000666154899044
132,0,22,50000,0.00044,9.37876750965e-05,0.000290600770619,0.000666154899044
133,0,23,50000,0.00046,9.58945671037e-05,0.000306555573266,0.000690197023467
134,0,24,50000,0.00048,9.79560717873e-05,0.000322594032874,0.000714155490928
135,0,24,50000,0.00048,9.79560717873e-05,0.000322594032874,0.000714155490928
136,0,24,50000,0.00048,9.79560717873e-05,0.000322594032874,0.000714155490928
137,0,26,50000,0.00052,0.000101953871923,0.000354902487231,0.000761840890709
138,0,27,50000,0.00054,0.000103894985442,0.000371163890594,0.000785576414415
139,0,28,50000,0.00056,0.000105800415878,0.000387491655611,0.000809245576467
140,0,29,50000,0.00058,0.000107672057657,0.000403882375108,0.000832851784039
141,0,31,50000,0.00062,0.000111320761765,0.000436840427516,0.000879887585769
142,0,35,50000,0.0007,0.000118280175854,0.000503389833209,0.000973325888352
143,0,35,50000,0.0007,0.000118280175854,0.000503389833209,0.000973325888352
144,0,39,50000,0.00078,0.000124851239481,0.000570669925943,0.00106603350389
145,0,41,50000,0.00082,0.000128009968362,0.000604549415882,0.00111214786809
146,0,41,50000,0.00082,0.000128009968362,0.000604549415882,0.00111214786809
147,0,42,50000,0.00084,0.000129560364309,0.00062154398194,0.0011351502291
148,0,43,50000,0.00086,0.000131092364385,0.000638573399767,0.00115811773835
149,0,44,50000,0.00088,0.00013260660617,0.000655636487706,0.00118105157748
150,0,44,50000,0.00088,0.00013260660617,0.000655636487706,0.00118105157748
151,0,45,50000,0.0009,0.000134103691224,0.000672732129446,0.00120395286281
152,0,45,50000,0.0009,0.000134103691224,0.000672732129446,0.00120395286281
153,0,45,50000,0.0009,0.000134103691224,0.000672732129446,0.00120395286281
154,0,47,50000,0.00094,0.000137048633704,0.00070701690658,0.00124966193981
155,0,50,50000,0.001,0.000141350627873,0.00075866356247,0.00131800606513
156,0,50,50000,0.001,0.000141350627873,0.00075866356247,0.00131800606513
157,0,52,50000,0.00104,0.000144147036043,0.000793230994787,0.00136343248695
158,0,54,50000,0.00108,0.00014688999966,0.000827900335649,0.00140875700022
159,0,57,50000,0.00114,0.000150910596049,0.000880083507204,0.00147656460988
160,0,59,50000,0.00118,0.000153532250684,0.000914984550768,0.00152165742045
161,0,59,50000,0.00118,0.000153532250684,0.000914984550768,0.00152165742045
162,0,60,50000,0.0012,0.000154826354346,0.000932467060495,0.00154417183779
163,0,61,50000,0.00122,0.000156109679392,0.000949970198032,0.00156666562732
164,0,63,50000,0.00126,0.000158645037741,0.000985036388944,0.00161159329055
165,0,66,50000,0.00132,0.000162373495374,0.0010377785802,0.0016788418805
166,0,67,50000,0.00134,0.000163597334942,0.00105539570327,0.0017012216845
167,0,69,50000,0.00138,0.000166017806274,0.00109068215312,0.00174592908879
168,0,70,50000,0.0014,0.000167214831878,0.00110835073464,0.00176825743433
169,0,73,50000,0.00146,0.000170755286887,0.00116145370393,0.00183514524626
170,0,75,50000,0.0015,0.000173075128196,0.00119693343805,0.00187965936628
171,0,76,50000,0.00152,0.000174223396821,0.00121469570832,0.00190189402307
172,0,79,50000,0.00158,0.000177623399359,0.00126806870463,0.00196851180797
173,0,80,50000,0.0016,0.00017874227256,0.0012858875321,0.00199068990757
174,0,84,50000,0.00168,0.000183148988531,0.00135729527499,0.00207926987295
175,0,86,50000,0.00172,0.000185312795025,0.00139307534204,0.00212348366005
176,0,90,50000,0.0018,0.000189565819704,0.0014647792645,0.00221176744585
177,0,93,50000,0.00186,0.00019269355983,0.0015186768478,0.00227786064377
178,0,97,50000,0.00194,0.000196785995437,0.00159069061136,0.00236583458848
179,0,99,50000,0.00198,0.000198800382293,0.00162675895707,0.00240976009691
180,0,104,50000,0.00208,0.000203748550915,0.00171709944765,0.00251940424167
181,0,107,50000,0.00214,0.000206660126778,0.00177141454507,0.00258507992546
182,0,107,50000,0.00214,0.000206660126778,0.00177141454507,0.00258507992546
183,0,108,50000,0.00216,0.000207621501777,0.00178953727099,0.00260695412661
184,0,112,50000,0.00224,0.000211422912666,0.00186211345542,0.00269436565045
185,0,116,50000,0.00232,0.000215156575544,0.00193482072913,0.00278164608502
186,0,117,50000,0.00234,0.000216079818586,0.00195301723786,0.00280344650337
187,0,120,50000,0.0024,0.000218825958241,0.00200765243684,0.00286880208559
188,0,121,50000,0.00242,0.000219733638754,0.00202587907952,0.00289057236998
189,0,123,50000,0.00246,0.000221537734935,0.00206235418338,0.00293409112026
190,0,125,50000,0.0025,0.000223327114341,0.00209885779617,0.0029775813616
191,0,130,50000,0.0026,0.000227738446469,0.00219023719138,0.00308618660174
192,0,136,50000,0.00272,0.000232920656018,0.00230010838512,0.00321629697041
193,0,139,50000,0.00278,0.000235468537176,0.00235512779988,0.00328126833686
194,0,146,50000,0.00292,0.000241307836591,0.00248371159675,0.00343266302948
195,0,154,50000,0.00308,0.00024781096021,0.00263099513642,0.00360535490636
196,0,158,50000,0.00316,0.000250998581669,0.00270476104941,0.00369157670164
197,0,162,50000,0.00324,0.000254145721979,0.00277860558362,0.00377771987571
198,0,171,50000,0.00342,0.00026108633055,0.00294502866165,0.0039712691413
199,0,175,50000,0.0035,0.000264111718786,0.0030191097661,0.00405717574513
200,0,177,50000,0.00354,0.00026561131,0.00305617578802,0.00410010357734
201,0,179,50000,0.00358,0.000267102362401,0.00309325840994,0.00414301480956
202,0,185,50000,0.0037,0.000271525689392,0.00320460316315,0.00427165161876
203,0,193,50000,0.00386,0.00027731211297,0.00335327937818,0.00444295082029
204,0,198,50000,0.00396,0.000280867171453,0.00344632156263,0.00454989327119
205,0,203,50000,0.00406,0.000284377087685,0.00353945158173,0.00465674788743
206,0,211,50000,0.00422,0.000289903142446,0.00368863439773,0.00482754048798
207,0,214,50000,0.00428,0.000291947995369,0.00374463132193,0.00489153434499
208,0,219,50000,0.00438,0.000295324079614,0.00383802183508,0.00499812846719
209,0,226,50000,0.00452,0.00029998565299,0.00396889500839,0.00514723378336
210,0,231,50000,0.00462,0.000303270690968,0.00406246281389,0.0052536506132
211,0,236,50000,0.00472,0.000306519872113,0.0041561004594,0.00535999760303
212,0,242,50000,0.00484,0.000310373143168,0.0042685547487,0.00548752487615
213,0,251,50000,0.00502,0.000316063272147,0.00443741110007,0.0056786408684
214,0,252,50000,0.00504,0.000316689071488,0.00445618546038,0.00569986343516
215,0,255,50000,0.0051,0.000318558942741,0.00451252320938,0.00576351646737
216,0,261,50000,0.00522,0.000322265468209,0.004625263445,0.00589075779416
217,0,265,50000,0.0053,0.000324712488211,0.00470047037485,0.00597553857259
218,0,268,50000,0.00536,0.000326535462086,0.00475689953117,0.00603910019748
219,0,277,50000,0.00554,0.000331943019207,0.0049263066299,0.00622966544236
220,0,281,50000,0.00562,0.000334317681255,0.00500165462355,0.006314305157
221,0,291,50000,0.00582,0.000340180175789,0.00519016921861,0.00652575983262
222,0,300,50000,0.006,0.000345369367489,0.00536000212826,0.00671589926659
223,0,308,50000,0.00616,0.000349915829879,0.00551109374632,0.00688478306509
224,0,310,50000,0.0062,0.000351043017307,0.00554888504251,0.00692698562304
225,0,316,50000,0.00632,0.000354402528208,0.00566230195053,0.00705355027743
226,0,324,50000,0.00648,0.000358831704285,0.0058136223809,0.00722220526361
227,0,332,50000,0.00664,0.000363205462514,0.00596505094386,0.0073907521172
228,0,338,50000,0.00676,0.000366450607859,0.00607869100386,0.00751709361962
229,0,348,50000,0.00696,0.000371794523897,0.00626821729433,0.00772753659984
230,0,356,50000,0.00712,0.000376013446568,0.00641994803795,0.00789578127277
231,0,364,50000,0.00728,0.000380184207983,0.00657177279241,0.00806393193486
232,0,368,50000,0.00736,0.000382252021577,0.00664771946324,0.00814797297231
233,0,375,50000,0.0075,0.000385843232414,0.00678067975255,0.00829499117249
234,0,379,50000,0.00758,0.000387879971125,0.0068566870918,0.0083789715415
235,0,385,50000,0.0077,0.000390914568672,0.00697073814735,0.00850490204837
236,0,395,50000,0.0079,0.000395918931096,0.00716092731491,0.0087146821515
237,0,400,50000,0.008,0.000398396787136,0.00725606939967,0.00881952470209
238,0,409,50000,0.00818,0.000402817268746,0.0074274026025,0.00900816384288
239,0,415,50000,0.0083,0.000405736614074,0.00754167872353,0.00913386928426
240,0,427,50000,0.00854,0.00041151107883,0.00777035640872,0.00938515472391
241,0,433,50000,0.00866,0.000414367093288,0.00788475622869,0.00951073646634
242,0,451,50000,0.00902,0.000422815316657,0.00822818975244,0.00988724762984
243,0,454,50000,0.00908,0.000424206402592,0.00828546178898,0.00994996637451
244,0,464,50000,0.00928,0.000428809552132,0.00847643462069,0.0101589628135
245,0,473,50000,0.00946,0.000432908960406,0.00864839501698,0.0103469747608
246,0,488,50000,0.00976,0.000439653099614,0.00893516803367,0.0106601556502
247,0,498,50000,0.00996,0.000444090044923,0.00912646562576,0.0108688273288
248,0,505,50000,0.0101,0.000447168648275,0.0092604272096,0.0110148442344
249,0,520,50000,0.0104,0.000453692406813,0.00954763090043,0.0113275944496
250,0,534,50000,0.01068,0.000459694194003,0.00981585782449,0.0116193245045
251,0,543,50000,0.01086,0.00046350966333,0.00998837311987,0.0118067815528
252,0,555,50000,0.0111,0.000468546475816,0.0102184921883,0.0120566256092
253,0,572,50000,0.01144,0.000475586509481,0.0105446807931,0.0124103847645
254,0,584,50000,0.01168,0.000480490948926,0.0107750586381,0.0126599700444
255,0,595,50000,0.0119,0.000484941027343,0.0109863275938,0.0128886672864
256,0,610,50000,0.0122,0.000490941137001,0.0112745549268,0.0132003938594
257,0,621,50000,0.01242,0.000495292713453,0.0114860164764,0.0134288985077
258,0,634,50000,0.01268,0.000500384204387,0.0117360258543,0.0136988491816
259,0,650,50000,0.013,0.000506576746407,0.0120438742296,0.0140309516395
260,0,665,50000,0.0133,0.000512310647947,0.0123326221129,0.0143421576621
261,0,681,50000,0.01362,0.00051835307658,0.0126407640526,0.0146739665555
262,0,692,50000,0.01384,0.000522464437067,0.0128526953606,0.0149020014453
263,0,704,50000,0.01408,0.000526910876714,0.0130839688045,0.0151506911262
264,0,717,50000,0.01434,0.000531683447175,0.013334601889,0.0154200180936
265,0,735,50000,0.0147,0.000538217613982,0.0136817770715,0.0157927875984
266,0,748,50000,0.01496,0.000542884857037,0.0139326161788,0.016061908543
267,0,764,50000,0.01528,0.000548571264286,0.0142414544787,0.0163930210762
268,0,786,50000,0.01572,0.000556289162217,0.0146663045478,0.0168481034026
269,0,800,50000,0.016,0.000561141693336,0.0149367788279,0.0171375861015
270,0,823,50000,0.01646,0.000569017897785,0.0153813168751,0.0176129773769
271,0,838,50000,0.01676,0.000574092368875,0.0156713546539,0.0179228935041
272,0,854,50000,0.01708,0.000579452734915,0.0159808308135,0.0182533681776
273,0,875,50000,0.0175,0.000586408560647,0.0163871741263,0.0186869603332
274,0,889,50000,0.01778,0.00059099698138,0.0166581651469,0.0189759262916
275,0,908,50000,0.01816,0.00059716353539,0.0170260572307,0.0193679758221
276,0,925,50000,0.0185,0.00060262343134,0.0173553364401,0.0197186443729
277,0,943,50000,0.01886,0.000608346947062,0.0177040976331,0.0200898278671
278,0,968,50000,0.01936,0.000616201110028,0.0181886744084,0.0206051742686
279,0,978,50000,0.01956,0.000619312625416,0.018382564121,0.0208112538267
280,0,1000,50000,0.02,0.0006260990337,0.0188092368081,0.0212645135351
281,0,1018,50000,0.02036,0.000631592754867,0.0191584477091,0.0216352473214
282,0,1038,50000,0.02076,0.000637636611245,0.0195465777941,0.0220470557777
283,0,1057,50000,0.02114,0.000643321076913,0.0199154133219,0.0224381618642
284,0,1075,50000,0.0215,0.000648656303446,0.0202649344264,0.022808585447
285,0,1093,50000,0.02186,0.000653944040419,0.0206145484814,0.0231789160792
286,0,1115,50000,0.0223,0.00066034400126,0.0210419775252,0.0236314194309
287,0,1135,50000,0.0227,0.000666103745673,0.0214306636975,0.0240426718
288,0,1147,50000,0.02294,0.000669533515218,0.0216639264445,0.0242893721778
289,0,1175,50000,0.0235,0.000677462176066,0.0222083513034,0.0248648612768
290,0,1195,50000,0.0239,0.000683063540236,0.0225973474991,0.0252758036225
291,0,1222,50000,0.02444,0.000690545963713,0.0231226478283,0.0258304203242
292,0,1242,50000,0.02484,0.000696031240678,0.023511871273,0.0262411354209
293,0,1265,50000,0.0253,0.000702280713106,0.0239595929442,0.0267133430723
294,0,1287,50000,0.02574,0.000708201276474,0.0243879604209,0.0271649079911
295,0,1314,50000,0.02628,0.000715393061191,0.0249138297205,0.0277189557224
296,0,1334,50000,0.02668,0.000720668822692,0.0253034633329,0.0281292606514
297,0,1358,50000,0.02716,0.000726943387067,0.0257711339883,0.0286215162456
298,0,1378,50000,0.02756,0.000732126306043,0.0261609493686,0.0290316394066
299,0,1417,50000,0.02834,0.000742116492203,0.0269213174634,0.0298311514676
300,0,1446,50000,0.02892,0.000749448245044,0.027486908998,0.030425470818
301,0,1474,50000,0.02948,0.000756451315023,0.028033145914,0.0309991478599
302,0,1497,50000,0.02994,0.000762149544381,0.0284819468276,0.0314702762689
303,0,1531,50000,0.03062,0.000770485763658,0.0291455624946,0.0321665561223
304,0,1574,50000,0.03148,0.000780884237259,0.0299851238612,0.0330468626196
305,0,1609,50000,0.03218,0.000789233141727,0.0306687128869,0.0337631660413
306,0,1641,50000,0.03282,0.000796779111172,0.0312938795429,0.0344179010516
307,0,1667,50000,0.03334,0.000802850476739,0.0318019444221,0.0349497562761
308,0,1689,50000,0.03378,0.000807946923999,0.0322319254904,0.0353997076033
309,0,1717,50000,0.03434,0.000814380309192,0.0327792779137,0.035972269138
310,0,1742,50000,0.03484,0.000820075294104,0.0332680816028,0.0364833886256
311,0,1775,50000,0.0355,0.000827523413566,0.0339134381046,0.0371579307171
312,0,1809,50000,0.03618,0.000835116849309,0.0345785082819,0.0378527560601
313,0,1848,50000,0.03696,0.000843729321524,0.0353415741204,0.0386495703773
314,0,1879,50000,0.03758,0.000850502717221,0.0359482554499,0.039282793787
315,0,1918,50000,0.03836,0.000858935508638,0.0367116731736,0.040079256219
316,0,1954,50000,0.03908,0.000866634335807,0.0374165334878,0.0408142852793
317,0,1983,50000,0.03966,0.000872778143631,0.0379844512697,0.0414062783823
318,0,2025,50000,0.0405,0.00088158663783,0.0388071280408,0.0422634725481
319,0,2067,50000,0.04134,0.000890292136324,0.0396300065302,0.0431204649956
320,0,2111,50000,0.04222,0.000899304971631,0.0404922796861,0.0440180566308
321,0,2148,50000,0.04296,0.000906801393912,0.0412175347071,0.0447726879114
322,0,2188,50000,0.04376,0.000914823069233,0.0420017559002,0.045588343801
323,0,2226,50000,0.04452,0.000922366191922,0.0427469177654,0.0463630651644
324,0,2268,50000,0.04536,0.000930617756117,0.0435706853251,0.0472191685416
325,0,2298,50000,0.04596,0.000936457990515,0.0441591959832,0.0478305656956
326,0,2334,50000,0.04668,0.000943408475688,0.0448655219769,0.0485641290764
327,0,2376,50000,0.04752,0.000951439431598,0.0456897216371,0.0494198003531
328,0,2414,50000,0.04828,0.000958634879399,0.046435564485,0.0501938407338
329,0,2457,50000,0.04914,0.000966698095581,0.047279699292,0.0510695737908
330,0,2510,50000,0.0502,0.000976524039643,0.0483203647593,0.0521487454581
331,0,2548,50000,0.05096,0.00098349456938,0.0490666481672,0.0529223452789
332,0,2595,50000,0.0519,0.000992032156737,0.0499898471681,0.0538790018502
333,0,2637,50000,0.05274,0.00099958483782,0.050814983657,0.0547337362982
334,0,2698,50000,0.05396,0.00101042880402,0.0520136418226,0.0559748906838
335,0,2748,50000,0.05496,0.0010192094819,0.0529963597176,0.0569920191422
336,0,2795,50000,0.0559,0.00102737714594,0.0539202833416,0.0579479510905
337,0,2829,50000,0.05658,0.00103323476132,0.0545887533452,0.0586393766072
338,0,2876,50000,0.05752,0.00104126317135,0.0555129497539,0.0595950357708
339,0,2931,50000,0.05862,0.00105055885699,0.0565946506368,0.0607131658767
340,0,2978,50000,0.05956,0.00105841963701,0.0575191754213,0.0616684966645
341,0,3037,50000,0.06074,0.00106818212305,0.0586799553683,0.0628675354145
342,0,3097,50000,0.06194,0.00107799291649,0.0598606390621,0.0640866673448
343,0,3157,50000,0.06314,0.00108768874592,0.0610415479696,0.0653055740614
344,0,3211,50000,0.06422,0.00109631921994,0.0621045536055,0.0664024024873
345,0,3276,50000,0.06552,0.00110659052589,0.0633843270783,0.067722429274
346,0,3328,50000,0.06656,0.00111471760011,0.0644083221125,0.0687782744474
347,0,3392,50000,0.06784,0.00112461312815,0.0656688333608,0.0700775665315
348,0,3448,50000,0.06896,0.00113317711237,0.0667719660366,0.0712142617715
349,0,3503,50000,0.07006,0.00114150423915,0.067855564339,0.072330494458
350,0,3565,50000,0.0713,0.00115079372609,0.0690772660784,0.0735886021969
351,0,3635,50000,0.0727,0.00116116071239,0.0704568440868,0.0750088090833
352,0,3691,50000,0.07382,0.00116936399466,0.0715606834158,0.0761447976702
353,0,3755,50000,0.0751,0.00117864320301,0.0728224020988,0.0774428823196
354,0,3814,50000,0.07628,0.00118710877008,0.0739857227925,0.078639380323
355,0,3880,50000,0.0776,0.00119648017117,0.0752872576713,0.0799776426307
356,0,3936,50000,0.07872,0.00120435178914,0.0763917467827,0.0811129814352
357,0,4016,50000,0.08032,0.00121547272779,0.0779698317599,0.0827346506235
358,0,4074,50000,0.08148,0.0012234460315,0.0791141184752,0.0839101856782
359,0,4131,50000,0.08262,0.00123121026312,0.0802388163913,0.085065312605
360,0,4192,50000,0.08384,0.00123944224876,0.0814425915413,0.0863013500063
361,0,4259,50000,0.08518,0.00124839390899,0.0827649471916,0.0876587884695
362,0,4348,50000,0.08696,0.00126014251892,0.0845217881736,0.0894616739967
363,0,4434,50000,0.08868,0.00127134462362,0.0862197046341,0.0912034932641
364,0,4506,50000,0.09012,0.00128061224108,0.0876414333499,0.0926615432973
365,0,4577,50000,0.09154,0.00128965443744,0.0890436053037,0.0940991531654
366,0,4652,50000,0.09304,0.0012991039866,0.0905249728384,0.0956175551609
367,0,4739,50000,0.09478,0.0013099370336,0.0922436108109,0.0973786498434
368,0,4800,50000,0.096,0.00131745208642,0.0934487906241,0.0986132825814
369,0,4875,50000,0.0975,0.00132660280416,0.0949307436604,0.100131099075
370,0,4958,50000,0.09916,0.00133661733043,0.0965709916565,0.101810596026
371,0,5026,50000,0.10052,0.00134473588187,0.0979149780308,0.103186400692
372,0,5092,50000,0.10184,0.00135254289692,0.0992195779468,0.104521597963
373,0,5173,50000,0.10346,0.00136202810837,0.100820866186,0.106160060816
374,0,5249,50000,0.10498,0.00137083332028,0.102323494617,0.107697198842
375,0,5343,50000,0.10686,0.00138160008975,0.10418225147,0.109598153134
376,0,5427,50000,0.10854,0.00139110796418,0.105843490609,0.111296655869
377,0,5502,50000,0.11004,0.00139950847371,0.107326913567,0.112813002441
378,0,5606,50000,0.11212,0.0014110216554,0.109384192281,0.114915404142
379,0,5696,50000,0.11392,0.00142086053925,0.11116477347,0.11673454639
380,0,5781,50000,0.11562,0.0014300490593,0.112846636787,0.118452421873
381,0,5876,50000,0.11752,0.0014402017192,0.114726595359,0.120372171373
382,0,5970,50000,0.1194,0.00145012854603,0.116586997992,0.122271479884
383,0,6081,50000,0.12162,0.00146170158103,0.11878414851,0.124513988271
384,0,6188,50000,0.12376,0.00147270813402,0.120902415242,0.126675392735
385,0,6282,50000,0.12564,0.0014822590219,0.122763554503,0.128573964619
